Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,FamilySize,IsAlone,FarePerPerson,Survived
3,1,28.0,0,0,8.1125,0,1,1,8.11,1
1,1,4.0,0,2,81.8583,0,3,0,27.29,1
2,0,13.0,0,1,19.5,0,2,0,9.75,1
1,1,34.0,0,0,26.55,0,1,1,26.55,1
3,0,5.0,2,1,19.2583,1,4,0,4.81,1
1,1,52.0,0,0,30.5,0,1,1,30.5,1
2,1,36.0,1,2,27.75,0,4,0,6.94,0
3,1,28.0,1,0,19.9667,0,2,0,9.98,0
1,1,30.0,0,0,27.75,1,1,1,27.75,0
1,1,49.0,1,0,89.1042,1,2,0,44.55,1
3,1,28.0,0,0,8.05,0,1,1,8.05,0
3,1,29.0,0,0,7.8958,1,1,1,7.9,1
1,1,65.0,0,0,26.55,0,1,1,26.55,0
1,0,28.0,1,0,51.8625,0,2,0,25.93,1
2,0,50.0,0,0,10.5,0,1,1,10.5,1
3,1,28.0,0,0,7.75,2,1,1,7.75,0
1,1,48.0,0,0,26.55,0,1,1,26.55,1
3,1,34.0,0,0,8.05,0,1,1,8.05,0
1,1,47.0,0,0,38.5,0,1,1,38.5,0
2,1,48.0,0,0,13.0,0,1,1,13.0,0
3,1,28.0,0,0,8.05,0,1,1,8.05,0
3,1,38.0,0,0,7.05,0,1,1,7.05,0
2,1,28.0,0,0,0.0,0,1,1,0.0,0
1,1,56.0,0,0,26.55,0,1,1,26.55,0
3,1,28.0,0,0,7.725,2,1,1,7.72,0
3,0,0.75,2,1,19.2583,1,4,0,4.81,1
3,1,28.0,0,0,7.25,0,1,1,7.25,0
3,1,38.0,0,0,8.6625,0,1,1,8.66,0
2,0,33.0,1,2,27.75,0,4,0,6.94,1
2,0,23.0,0,0,13.7917,1,1,1,13.79,1
3,0,22.0,0,0,9.8375,0,1,1,9.84,0
1,1,28.0,0,0,52.0,0,1,1,52.0,0
2,1,34.0,1,0,21.0,0,2,0,10.5,0
3,1,29.0,1,0,7.0458,0,2,0,3.52,0
3,1,22.0,0,0,7.5208,0,1,1,7.52,0
3,0,2.0,0,1,12.2875,0,2,0,6.14,1
3,1,9.0,5,2,46.9,0,8,0,5.86,0
2,1,28.0,0,0,0.0,0,1,1,0.0,0
3,1,50.0,0,0,8.05,0,1,1,8.05,0
3,0,63.0,0,0,9.5875,0,1,1,9.59,1
1,1,25.0,1,0,91.0792,1,2,0,45.54,1
3,0,28.0,3,1,25.4667,0,5,0,5.09,0
1,0,35.0,1,0,90.0,0,2,0,45.0,1
1,1,58.0,0,0,29.7,1,1,1,29.7,0
3,1,30.0,0,0,8.05,0,1,1,8.05,0
3,1,9.0,1,1,15.9,0,3,0,5.3,1
3,1,28.0,1,0,19.9667,0,2,0,9.98,0
3,1,21.0,0,0,7.25,0,1,1,7.25,0
1,1,55.0,0,0,30.5,0,1,1,30.5,0
1,1,71.0,0,0,49.5042,1,1,1,49.5,0
3,1,21.0,0,0,8.05,0,1,1,8.05,0
3,1,28.0,0,0,14.4583,1,1,1,14.46,0
1,0,54.0,1,0,78.2667,1,2,0,39.13,1
3,1,28.0,0,0,15.1,0,1,1,15.1,0
1,0,25.0,1,2,151.55,0,4,0,37.89,0
3,1,24.0,0,0,7.7958,0,1,1,7.8,0
3,1,17.0,0,0,8.6625,0,1,1,8.66,0
3,0,21.0,0,0,7.75,2,1,1,7.75,0
3,0,28.0,0,0,7.6292,2,1,1,7.63,0
3,0,37.0,0,0,9.5875,0,1,1,9.59,0
1,0,16.0,0,0,86.5,0,1,1,86.5,1
1,1,18.0,1,0,108.9,1,2,0,54.45,0
2,0,33.0,0,2,26.0,0,3,0,8.67,1
1,1,28.0,0,0,26.55,0,1,1,26.55,1
3,1,28.0,0,0,22.525,0,1,1,22.52,0
3,1,26.0,0,0,56.4958,0,1,1,56.5,1
3,1,29.0,0,0,7.75,2,1,1,7.75,1
3,1,28.0,0,0,8.05,0,1,1,8.05,0
1,1,36.0,0,0,26.2875,0,1,1,26.29,1
1,0,54.0,1,0,59.4,1,2,0,29.7,1
3,1,24.0,0,0,7.4958,0,1,1,7.5,0
1,1,47.0,0,0,34.0208,0,1,1,34.02,0
2,0,34.0,0,0,10.5,0,1,1,10.5,1
3,1,28.0,0,0,24.15,2,1,1,24.15,0
2,0,36.0,1,0,26.0,0,2,0,13.0,1
3,1,32.0,0,0,7.8958,0,1,1,7.9,0
1,0,30.0,0,0,93.5,0,1,1,93.5,1
3,1,22.0,0,0,7.8958,0,1,1,7.9,0
3,1,28.0,0,0,7.225,1,1,1,7.22,0
1,0,44.0,0,1,57.9792,1,2,0,28.99,1
3,1,28.0,0,0,7.2292,1,1,1,7.23,0
3,1,40.5,0,0,7.75,2,1,1,7.75,0
2,0,50.0,0,0,10.5,0,1,1,10.5,1
1,1,28.0,0,0,221.7792,0,1,1,221.78,0
3,1,39.0,0,0,7.925,0,1,1,7.92,0
2,1,23.0,2,1,11.5,0,4,0,2.88,0
2,0,2.0,1,1,26.0,0,3,0,8.67,1
3,1,28.0,0,0,7.2292,1,1,1,7.23,0
3,1,17.0,1,1,7.2292,1,3,0,2.41,0
3,0,28.0,0,2,22.3583,1,3,0,7.45,1
3,0,30.0,0,0,8.6625,0,1,1,8.66,0
2,0,7.0,0,2,26.25,0,3,0,8.75,1
1,1,45.0,0,0,26.55,0,1,1,26.55,0
1,0,30.0,0,0,106.425,1,1,1,106.42,1
3,1,28.0,0,0,14.5,0,1,1,14.5,0
1,0,22.0,0,2,49.5,1,3,0,16.5,1
1,0,36.0,0,2,71.0,0,3,0,23.67,1
3,0,9.0,4,2,31.275,0,7,0,4.47,0
3,0,11.0,4,2,31.275,0,7,0,4.47,0
2,1,32.0,1,0,26.0,0,2,0,13.0,1
1,1,50.0,1,0,106.425,1,2,0,53.21,0
1,1,64.0,0,0,26.0,0,1,1,26.0,0
2,0,19.0,1,0,26.0,0,2,0,13.0,1
2,1,28.0,0,0,13.8625,1,1,1,13.86,1
3,1,33.0,1,1,20.525,0,3,0,6.84,0
2,1,8.0,1,1,36.75,0,3,0,12.25,1
1,1,17.0,0,2,110.8833,1,3,0,36.96,1
2,1,27.0,0,0,26.0,0,1,1,26.0,0
3,1,28.0,0,0,7.8292,2,1,1,7.83,0
3,1,22.0,0,0,7.225,1,1,1,7.22,1
3,0,22.0,0,0,7.775,0,1,1,7.78,1
1,1,62.0,0,0,26.55,0,1,1,26.55,0
1,0,48.0,1,0,39.6,1,2,0,19.8,1
1,1,28.0,0,0,227.525,1,1,1,227.52,0
1,0,39.0,1,1,79.65,0,3,0,26.55,1
3,0,36.0,1,0,17.4,0,2,0,8.7,1
3,1,28.0,0,0,7.75,2,1,1,7.75,0
3,1,40.0,0,0,7.8958,0,1,1,7.9,0
2,1,28.0,0,0,13.5,0,1,1,13.5,0
3,1,28.0,0,0,8.05,0,1,1,8.05,0
3,0,28.0,0,0,8.05,0,1,1,8.05,0
3,1,24.0,2,0,24.15,0,3,0,8.05,0
3,1,19.0,0,0,7.8958,0,1,1,7.9,0
3,0,29.0,0,4,21.075,0,5,0,4.22,0
3,1,28.0,0,0,7.2292,1,1,1,7.23,0
3,1,32.0,0,0,7.8542,0,1,1,7.85,1
2,1,62.0,0,0,10.5,0,1,1,10.5,1
1,0,53.0,2,0,51.4792,0,3,0,17.16,1
1,1,36.0,0,0,26.3875,0,1,1,26.39,1
3,0,28.0,0,0,7.75,2,1,1,7.75,1
3,1,16.0,0,0,8.05,0,1,1,8.05,0
3,1,19.0,0,0,14.5,0,1,1,14.5,0
2,0,34.0,0,0,13.0,0,1,1,13.0,1
1,0,39.0,1,0,55.9,0,2,0,27.95,1
3,0,28.0,1,0,14.4583,1,2,0,7.23,0
3,1,32.0,0,0,7.925,0,1,1,7.92,1
2,0,25.0,1,1,30.0,0,3,0,10.0,1
1,0,39.0,1,1,110.8833,1,3,0,36.96,1
2,1,54.0,0,0,26.0,0,1,1,26.0,0
1,1,36.0,0,0,40.125,1,1,1,40.12,0
3,1,28.0,0,0,8.7125,1,1,1,8.71,0
1,0,18.0,0,2,79.65,0,3,0,26.55,1
2,1,47.0,0,0,15.0,0,1,1,15.0,0
1,1,60.0,1,1,79.2,1,3,0,26.4,1
3,1,22.0,0,0,8.05,0,1,1,8.05,0
3,1,28.0,0,0,8.05,0,1,1,8.05,0
3,1,35.0,0,0,7.125,0,1,1,7.12,0
1,0,52.0,1,0,78.2667,1,2,0,39.13,1
3,1,47.0,0,0,7.25,0,1,1,7.25,0
3,0,28.0,0,2,7.75,2,3,0,2.58,0
2,1,37.0,1,0,26.0,0,2,0,13.0,0
3,1,36.0,1,1,24.15,0,3,0,8.05,0
2,0,28.0,0,0,33.0,0,1,1,33.0,1
3,1,49.0,0,0,0.0,0,1,1,0.0,0
3,1,28.0,0,0,7.225,1,1,1,7.22,0
1,1,49.0,1,0,56.9292,1,2,0,28.46,1
2,0,24.0,2,1,27.0,0,4,0,6.75,1
3,1,28.0,0,0,7.8958,0,1,1,7.9,0
1,1,28.0,0,0,42.4,0,1,1,42.4,0
3,1,44.0,0,0,8.05,0,1,1,8.05,0
1,1,35.0,0,0,26.55,1,1,1,26.55,1
3,1,36.0,1,0,15.55,0,2,0,7.78,0
3,1,30.0,0,0,7.8958,0,1,1,7.9,0
1,1,27.0,0,0,30.5,0,1,1,30.5,1
2,0,22.0,1,2,41.5792,1,4,0,10.39,1
1,0,40.0,0,0,153.4625,0,1,1,153.46,1
3,0,39.0,1,5,31.275,0,7,0,4.47,0
3,1,28.0,0,0,7.05,0,1,1,7.05,0
3,0,28.0,1,0,15.5,2,2,0,7.75,1
3,1,28.0,0,0,7.75,2,1,1,7.75,0
3,1,35.0,0,0,8.05,0,1,1,8.05,0
2,0,24.0,1,2,65.0,0,4,0,16.25,1
3,1,34.0,1,1,14.4,0,3,0,4.8,0
3,0,26.0,1,0,16.1,0,2,0,8.05,0
2,0,4.0,2,1,39.0,0,4,0,9.75,1
2,1,26.0,0,0,10.5,0,1,1,10.5,0
3,1,27.0,1,0,14.4542,1,2,0,7.23,0
1,1,42.0,1,0,52.5542,0,2,0,26.28,1
3,1,20.0,1,1,15.7417,1,3,0,5.25,1
3,1,21.0,0,0,7.8542,0,1,1,7.85,0
3,1,21.0,0,0,16.1,0,1,1,16.1,0
1,1,61.0,0,0,32.3208,0,1,1,32.32,0
2,1,57.0,0,0,12.35,2,1,1,12.35,0
1,0,21.0,0,0,77.9583,0,1,1,77.96,1
3,1,26.0,0,0,7.8958,0,1,1,7.9,0
3,1,28.0,0,0,7.7333,2,1,1,7.73,0
1,1,80.0,0,0,30.0,0,1,1,30.0,1
3,1,51.0,0,0,7.0542,0,1,1,7.05,0
1,1,32.0,0,0,30.5,1,1,1,30.5,1
1,1,28.0,0,0,0.0,0,1,1,0.0,0
3,0,9.0,3,2,27.9,0,6,0,4.65,0
2,0,28.0,0,0,13.0,0,1,1,13.0,1
3,1,32.0,0,0,7.925,0,1,1,7.92,0
2,1,31.0,1,1,26.25,0,3,0,8.75,0
3,0,41.0,0,5,39.6875,0,6,0,6.61,0
3,1,28.0,1,0,16.1,0,2,0,8.05,0
3,1,20.0,0,0,7.8542,0,1,1,7.85,0
1,0,24.0,0,0,69.3,1,1,1,69.3,1
3,0,2.0,3,2,27.9,0,6,0,4.65,0
3,1,28.0,0,0,56.4958,0,1,1,56.5,1
3,0,0.75,2,1,19.2583,1,4,0,4.81,1
1,1,48.0,1,0,76.7292,1,2,0,38.36,1
3,1,19.0,0,0,7.8958,0,1,1,7.9,0
1,1,56.0,0,0,35.5,1,1,1,35.5,1
3,1,28.0,0,0,7.55,0,1,1,7.55,0
3,0,23.0,0,0,7.55,0,1,1,7.55,1
3,1,28.0,0,0,7.8958,0,1,1,7.9,0
2,0,18.0,0,1,23.0,0,2,0,11.5,1
3,1,21.0,0,0,8.4333,0,1,1,8.43,0
3,0,28.0,0,0,7.8292,2,1,1,7.83,1
3,0,18.0,0,0,6.75,2,1,1,6.75,0
2,1,24.0,2,0,73.5,0,3,0,24.5,0
3,1,28.0,0,0,7.8958,0,1,1,7.9,0
3,0,32.0,1,1,15.5,2,3,0,5.17,0
2,1,23.0,0,0,13.0,0,1,1,13.0,0
1,1,58.0,0,2,113.275,1,3,0,37.76,0
1,1,50.0,2,0,133.65,0,3,0,44.55,1
3,1,40.0,0,0,7.225,1,1,1,7.22,0
1,1,47.0,0,0,25.5875,0,1,1,25.59,0
3,1,36.0,0,0,7.4958,0,1,1,7.5,0
3,1,20.0,1,0,7.925,0,2,0,3.96,1
2,1,32.0,2,0,73.5,0,3,0,24.5,0
2,1,25.0,0,0,13.0,0,1,1,13.0,0
3,1,28.0,0,0,7.775,0,1,1,7.78,0
3,1,43.0,0,0,8.05,0,1,1,8.05,0
1,0,28.0,1,0,52.0,0,2,0,26.0,1
2,0,40.0,1,1,39.0,0,3,0,13.0,1
1,1,31.0,1,0,52.0,0,2,0,26.0,0
2,1,70.0,0,0,10.5,0,1,1,10.5,0
2,1,31.0,0,0,13.0,0,1,1,13.0,1
2,1,28.0,0,0,0.0,0,1,1,0.0,0
3,1,18.0,0,0,7.775,0,1,1,7.78,0
3,1,24.5,0,0,8.05,0,1,1,8.05,0
3,0,18.0,0,0,9.8417,0,1,1,9.84,1
3,0,43.0,1,6,46.9,0,8,0,5.86,0
1,1,36.0,0,1,512.3292,1,2,0,256.16,1
3,0,28.0,0,0,8.1375,2,1,1,8.14,0
1,1,27.0,0,0,76.7292,1,1,1,76.73,1
3,1,20.0,0,0,9.225,0,1,1,9.22,0
3,1,14.0,5,2,46.9,0,8,0,5.86,0
2,1,60.0,1,1,39.0,0,3,0,13.0,0
2,1,25.0,1,2,41.5792,1,4,0,10.39,0
3,1,14.0,4,1,39.6875,0,6,0,6.61,0
3,1,19.0,0,0,10.1708,0,1,1,10.17,0
3,1,18.0,0,0,7.7958,0,1,1,7.8,0
1,0,15.0,0,1,211.3375,0,2,0,105.67,1
1,1,31.0,1,0,57.0,0,2,0,28.5,1
3,0,4.0,0,1,13.4167,1,2,0,6.71,1
3,1,28.0,0,0,56.4958,0,1,1,56.5,1
3,1,25.0,0,0,7.225,1,1,1,7.22,0
1,1,60.0,0,0,26.55,0,1,1,26.55,0
2,1,52.0,0,0,13.5,0,1,1,13.5,0
3,1,44.0,0,0,8.05,0,1,1,8.05,0
3,0,28.0,0,0,7.7333,2,1,1,7.73,1
1,1,49.0,1,1,110.8833,1,3,0,36.96,0
3,1,42.0,0,0,7.65,0,1,1,7.65,0
1,0,18.0,1,0,227.525,1,2,0,113.76,1
1,1,35.0,0,0,26.2875,0,1,1,26.29,1
3,0,18.0,0,1,14.4542,1,2,0,7.23,0
3,1,25.0,0,0,7.7417,2,1,1,7.74,0
3,1,26.0,1,0,7.8542,0,2,0,3.93,0
2,1,39.0,0,0,26.0,0,1,1,26.0,0
2,0,45.0,0,0,13.5,0,1,1,13.5,1
1,1,42.0,0,0,26.2875,0,1,1,26.29,1
1,0,22.0,0,0,151.55,0,1,1,151.55,1
3,1,28.0,1,1,15.2458,1,3,0,5.08,1
1,0,24.0,0,0,49.5042,1,1,1,49.5,1
1,1,28.0,0,0,26.55,0,1,1,26.55,0
1,1,48.0,1,0,52.0,0,2,0,26.0,1
3,1,29.0,0,0,9.4833,0,1,1,9.48,0
2,1,52.0,0,0,13.0,0,1,1,13.0,0
3,1,19.0,0,0,7.65,0,1,1,7.65,0
1,0,38.0,0,0,227.525,1,1,1,227.52,1
2,0,27.0,0,0,10.5,0,1,1,10.5,1
3,1,28.0,0,0,15.5,2,1,1,15.5,0
3,1,33.0,0,0,7.775,0,1,1,7.78,0
2,0,6.0,0,1,33.0,0,2,0,16.5,1
3,1,17.0,1,0,7.0542,0,2,0,3.53,0
2,1,34.0,0,0,13.0,0,1,1,13.0,0
2,1,50.0,0,0,13.0,0,1,1,13.0,0
1,1,27.0,1,0,53.1,0,2,0,26.55,1
3,1,20.0,0,0,8.6625,0,1,1,8.66,0
2,0,30.0,3,0,21.0,0,4,0,5.25,1
3,0,28.0,0,0,7.7375,2,1,1,7.74,1
2,1,25.0,1,0,26.0,0,2,0,13.0,0
3,0,25.0,1,0,7.925,0,2,0,3.96,0
1,0,29.0,0,0,211.3375,0,1,1,211.34,1
3,1,11.0,0,0,18.7875,1,1,1,18.79,0
2,1,28.0,0,0,0.0,0,1,1,0.0,0
2,1,23.0,0,0,13.0,0,1,1,13.0,0
2,1,23.0,0,0,13.0,0,1,1,13.0,0
3,1,28.5,0,0,16.1,0,1,1,16.1,0
3,0,48.0,1,3,34.375,0,5,0,6.88,0
1,1,35.0,0,0,512.3292,1,1,1,512.33,1
3,1,28.0,0,0,7.8958,0,1,1,7.9,0
3,1,28.0,0,0,7.8958,0,1,1,7.9,0
1,1,28.0,0,0,30.0,0,1,1,30.0,1
1,1,36.0,1,0,78.85,0,2,0,39.42,0
1,0,21.0,2,2,262.375,1,5,0,52.48,1
3,1,24.0,1,0,16.1,0,2,0,8.05,0
3,1,31.0,0,0,7.925,0,1,1,7.92,1
1,1,70.0,1,1,71.0,0,3,0,23.67,0
3,1,16.0,1,1,20.25,0,3,0,6.75,0
2,0,30.0,0,0,13.0,0,1,1,13.0,1
1,1,19.0,1,0,53.1,0,2,0,26.55,0
3,1,31.0,0,0,7.75,2,1,1,7.75,0
2,0,4.0,1,1,23.0,0,3,0,7.67,1
3,1,6.0,0,1,12.475,0,2,0,6.24,1
3,1,33.0,0,0,9.5,0,1,1,9.5,0
3,1,23.0,0,0,7.8958,0,1,1,7.9,0
2,0,48.0,1,2,65.0,0,4,0,16.25,1
2,1,0.67,1,1,14.5,0,3,0,4.83,1
3,1,28.0,0,0,7.7958,0,1,1,7.8,0
2,1,18.0,0,0,11.5,0,1,1,11.5,0
3,1,34.0,0,0,8.05,0,1,1,8.05,0
1,0,33.0,0,0,86.5,0,1,1,86.5,1
3,1,28.0,0,0,14.5,0,1,1,14.5,0
3,1,41.0,0,0,7.125,0,1,1,7.12,0
3,1,20.0,0,0,7.2292,1,1,1,7.23,1
1,0,36.0,1,2,120.0,0,4,0,30.0,1
3,1,16.0,0,0,7.775,0,1,1,7.78,0
1,0,51.0,1,0,77.9583,0,2,0,38.98,1
1,1,28.0,0,0,39.6,1,1,1,39.6,0
3,0,30.5,0,0,7.75,2,1,1,7.75,0
3,1,28.0,1,0,24.15,2,2,0,12.08,0
3,1,32.0,0,0,8.3625,0,1,1,8.36,0
3,1,24.0,0,0,9.5,0,1,1,9.5,0
3,1,48.0,0,0,7.8542,0,1,1,7.85,0
2,0,57.0,0,0,10.5,0,1,1,10.5,0
3,1,28.0,0,0,7.225,1,1,1,7.22,0
2,0,54.0,1,3,23.0,0,5,0,4.6,1
3,1,18.0,0,0,7.75,0,1,1,7.75,0
3,1,28.0,0,0,7.75,2,1,1,7.75,0
3,0,5.0,0,0,12.475,0,1,1,12.48,1
3,1,28.0,0,0,7.7375,2,1,1,7.74,0
1,0,43.0,0,1,211.3375,0,2,0,105.67,1
3,0,13.0,0,0,7.2292,1,1,1,7.23,1
1,0,17.0,1,0,57.0,0,2,0,28.5,1
1,1,29.0,0,0,30.0,0,1,1,30.0,0
3,1,28.0,1,2,23.45,0,4,0,5.86,0
3,1,25.0,0,0,7.05,0,1,1,7.05,0
3,1,25.0,0,0,7.25,0,1,1,7.25,0
3,0,18.0,0,0,7.4958,0,1,1,7.5,1
3,1,8.0,4,1,29.125,2,6,0,4.85,0
3,1,1.0,1,2,20.575,0,4,0,5.14,1
1,1,46.0,0,0,79.2,1,1,1,79.2,0
3,1,28.0,0,0,7.75,2,1,1,7.75,0
2,1,16.0,0,0,26.0,0,1,1,26.0,0
3,0,28.0,8,2,69.55,0,11,0,6.32,0
1,1,28.0,0,0,30.6958,1,1,1,30.7,0
3,1,25.0,0,0,7.8958,0,1,1,7.9,0
2,1,39.0,0,0,13.0,0,1,1,13.0,0
1,0,49.0,0,0,25.9292,0,1,1,25.93,1
3,0,31.0,0,0,8.6833,0,1,1,8.68,1
3,1,30.0,0,0,7.2292,1,1,1,7.23,0
3,0,30.0,1,1,24.15,0,3,0,8.05,0
2,1,34.0,0,0,13.0,0,1,1,13.0,0
2,0,31.0,1,1,26.25,0,3,0,8.75,1
1,1,11.0,1,2,120.0,0,4,0,30.0,1
3,1,0.42,0,1,8.5167,1,2,0,4.26,1
3,1,27.0,0,0,6.975,0,1,1,6.98,1
3,1,31.0,0,0,7.775,0,1,1,7.78,0
1,1,39.0,0,0,0.0,0,1,1,0.0,0
3,0,18.0,0,0,7.775,0,1,1,7.78,0
2,1,39.0,0,0,13.0,0,1,1,13.0,0
1,0,33.0,1,0,53.1,0,2,0,26.55,1
3,1,26.0,0,0,7.8875,0,1,1,7.89,0
3,1,39.0,0,0,24.15,0,1,1,24.15,0
2,1,35.0,0,0,10.5,0,1,1,10.5,0
3,0,6.0,4,2,31.275,0,7,0,4.47,0
3,1,30.5,0,0,8.05,0,1,1,8.05,0
1,1,28.0,0,0,0.0,0,1,1,0.0,0
3,0,23.0,0,0,7.925,0,1,1,7.92,0
2,1,31.0,1,1,37.0042,1,3,0,12.33,0
3,1,43.0,0,0,6.45,0,1,1,6.45,0
3,1,10.0,3,2,27.9,0,6,0,4.65,0
1,0,52.0,1,1,93.5,0,3,0,31.17,1
3,1,27.0,0,0,8.6625,0,1,1,8.66,1
1,1,38.0,0,0,0.0,0,1,1,0.0,0
3,0,27.0,0,1,12.475,0,2,0,6.24,1
3,1,2.0,4,1,39.6875,0,6,0,6.61,0
3,1,28.0,0,0,6.95,2,1,1,6.95,0
3,1,28.0,0,0,56.4958,0,1,1,56.5,0
2,1,1.0,0,2,37.0042,1,3,0,12.33,1
3,1,28.0,0,0,7.75,2,1,1,7.75,1
1,0,62.0,0,0,80.0,0,1,1,80.0,1
3,0,15.0,1,0,14.4542,1,2,0,7.23,1
2,1,0.83,1,1,18.75,0,3,0,6.25,1
3,1,28.0,0,0,7.2292,1,1,1,7.23,0
3,1,23.0,0,0,7.8542,0,1,1,7.85,0
3,1,18.0,0,0,8.3,0,1,1,8.3,0
1,0,39.0,1,1,83.1583,1,3,0,27.72,1
3,1,21.0,0,0,8.6625,0,1,1,8.66,0
3,1,28.0,0,0,8.05,0,1,1,8.05,0
3,1,32.0,0,0,56.4958,0,1,1,56.5,1
1,1,28.0,0,0,29.7,1,1,1,29.7,1
3,1,20.0,0,0,7.925,0,1,1,7.92,0
2,1,16.0,0,0,10.5,0,1,1,10.5,0
1,0,30.0,0,0,31.0,1,1,1,31.0,1
3,1,34.5,0,0,6.4375,1,1,1,6.44,0
3,1,17.0,0,0,8.6625,0,1,1,8.66,0
3,1,42.0,0,0,7.55,0,1,1,7.55,0
3,1,28.0,8,2,69.55,0,11,0,6.32,0
3,1,35.0,0,0,7.8958,1,1,1,7.9,0
2,1,28.0,0,1,33.0,0,2,0,16.5,0
1,0,28.0,1,0,89.1042,1,2,0,44.55,1
3,1,4.0,4,2,31.275,0,7,0,4.47,0
3,1,74.0,0,0,7.775,0,1,1,7.78,0
3,0,9.0,1,1,15.2458,1,3,0,5.08,0
1,0,16.0,0,1,39.4,0,2,0,19.7,1
2,0,44.0,1,0,26.0,0,2,0,13.0,0
3,0,18.0,0,1,9.35,0,2,0,4.68,1
1,0,45.0,1,1,164.8667,0,3,0,54.96,1
1,1,51.0,0,0,26.55,0,1,1,26.55,1
3,0,24.0,0,3,19.2583,1,4,0,4.81,1
3,1,28.0,0,0,7.2292,1,1,1,7.23,0
3,1,41.0,2,0,14.1083,0,3,0,4.7,0
2,1,21.0,1,0,11.5,0,2,0,5.75,0
1,0,48.0,0,0,25.9292,0,1,1,25.93,1
3,0,28.0,8,2,69.55,0,11,0,6.32,0
2,1,24.0,0,0,13.0,0,1,1,13.0,0
2,0,42.0,0,0,13.0,0,1,1,13.0,1
2,0,27.0,1,0,13.8583,1,2,0,6.93,1
1,1,31.0,0,0,50.4958,0,1,1,50.5,0
3,1,28.0,0,0,9.5,0,1,1,9.5,0
3,1,4.0,1,1,11.1333,0,3,0,3.71,1
3,1,26.0,0,0,7.8958,0,1,1,7.9,0
1,0,47.0,1,1,52.5542,0,3,0,17.52,1
1,1,33.0,0,0,5.0,0,1,1,5.0,0
3,1,47.0,0,0,9.0,0,1,1,9.0,0
2,0,28.0,1,0,24.0,1,2,0,12.0,1
3,0,15.0,0,0,7.225,1,1,1,7.22,1
3,1,20.0,0,0,9.8458,0,1,1,9.85,0
3,1,19.0,0,0,7.8958,0,1,1,7.9,0
3,1,28.0,0,0,7.8958,0,1,1,7.9,0
1,0,56.0,0,1,83.1583,1,2,0,41.58,1
2,0,25.0,0,1,26.0,0,2,0,13.0,1
3,1,33.0,0,0,7.8958,0,1,1,7.9,0
3,0,22.0,0,0,10.5167,0,1,1,10.52,0
2,1,28.0,0,0,10.5,0,1,1,10.5,0
3,1,25.0,0,0,7.05,0,1,1,7.05,0
3,0,39.0,0,5,29.125,2,6,0,4.85,0
2,1,27.0,0,0,13.0,0,1,1,13.0,0
1,0,19.0,0,0,30.0,0,1,1,30.0,1
3,0,28.0,1,2,23.45,0,4,0,5.86,0
1,1,26.0,0,0,30.0,1,1,1,30.0,1
3,1,32.0,0,0,7.75,2,1,1,7.75,0
